,Building,Orientation,BlindType,Shading,WindowID,Occlusion,Floor,WindowSize,WindowVLT,BlindVLT,WindowBlindVLT,OfficeUse,Date_Time,WWR,View Quality,Sky Condition,Irradiance,Month
24321,B,Northeast,Louver,NonShaded,3234,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24612,B,Northeast,Roller,NonShaded,3234,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
24903,B,Northeast,Roller,NonShaded,3234,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25194,B,Northeast,Louver,NonShaded,3234,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26467,B,Northeast,Roller,NonShaded,3234,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26805,B,Northeast,Roller,NonShaded,3234,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27143,B,Northeast,Roller,NonShaded,3234,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27481,B,Northeast,Roller,NonShaded,3234,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27819,B,Northeast,Roller,NonShaded,3234,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
24322,B,Northeast,Louver,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24613,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
24904,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25195,B,Northeast,Louver,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26468,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26806,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27144,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27482,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27820,B,Northeast,Roller,NonShaded,3235,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
24323,B,Northeast,Louver,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24614,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
24905,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25196,B,Northeast,Louver,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26469,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26807,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27145,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27483,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27821,B,Northeast,Roller,NonShaded,3236,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26470,B,Northeast,Roller,NonShaded,3237,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26808,B,Northeast,Roller,NonShaded,3237,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27146,B,Northeast,Roller,NonShaded,3237,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27484,B,Northeast,Roller,NonShaded,3237,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27822,B,Northeast,Roller,NonShaded,3237,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26471,B,Northeast,Roller,NonShaded,3238,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26809,B,Northeast,Roller,NonShaded,3238,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27147,B,Northeast,Roller,NonShaded,3238,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27485,B,Northeast,Roller,NonShaded,3238,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27823,B,Northeast,Roller,NonShaded,3238,0.0,3,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
24324,B,Northeast,Louver,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24615,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25484,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24906,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25724,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25964,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25197,B,Northeast,Louver,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26204,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26472,B,Northeast,Roller,NonShaded,3239,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26810,B,Northeast,Roller,NonShaded,3239,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28134,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27148,B,Northeast,Roller,NonShaded,3239,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28374,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27486,B,Northeast,Roller,NonShaded,3239,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28614,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27824,B,Northeast,Roller,NonShaded,3239,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28854,B,Northeast,Roller,NonShaded,3239,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24325,B,Northeast,Louver,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24616,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25485,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24907,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25725,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25965,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25198,B,Northeast,Louver,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26205,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26473,B,Northeast,Roller,NonShaded,3240,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26811,B,Northeast,Roller,NonShaded,3240,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28135,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27149,B,Northeast,Roller,NonShaded,3240,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28375,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27487,B,Northeast,Roller,NonShaded,3240,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28615,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27825,B,Northeast,Roller,NonShaded,3240,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28855,B,Northeast,Roller,NonShaded,3240,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24326,B,Northeast,Louver,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24617,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25486,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24908,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25726,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25966,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25199,B,Northeast,Louver,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26206,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26474,B,Northeast,Roller,NonShaded,3241,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26812,B,Northeast,Roller,NonShaded,3241,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28136,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27150,B,Northeast,Roller,NonShaded,3241,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28376,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27488,B,Northeast,Roller,NonShaded,3241,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28616,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27826,B,Northeast,Roller,NonShaded,3241,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28856,B,Northeast,Roller,NonShaded,3241,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24327,B,Northeast,Louver,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24618,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25487,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24909,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25727,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25967,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25200,B,Northeast,Louver,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26207,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26475,B,Northeast,Roller,NonShaded,3242,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26813,B,Northeast,Roller,NonShaded,3242,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28137,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27151,B,Northeast,Roller,NonShaded,3242,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28377,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27489,B,Northeast,Roller,NonShaded,3242,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28617,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27827,B,Northeast,Roller,NonShaded,3242,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28857,B,Northeast,Roller,NonShaded,3242,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24328,B,Northeast,Louver,NonShaded,3243,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24619,B,Northeast,Roller,NonShaded,3243,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25488,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24910,B,Northeast,Roller,NonShaded,3243,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25728,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25968,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25201,B,Northeast,Louver,NonShaded,3243,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26208,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26476,B,Northeast,Roller,NonShaded,3243,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26814,B,Northeast,Roller,NonShaded,3243,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28138,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27152,B,Northeast,Roller,NonShaded,3243,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28378,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27490,B,Northeast,Roller,NonShaded,3243,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28618,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27828,B,Northeast,Roller,NonShaded,3243,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28858,B,Northeast,Roller,NonShaded,3243,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24329,B,Northeast,Louver,NonShaded,3244,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24620,B,Northeast,Roller,NonShaded,3244,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25489,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24911,B,Northeast,Roller,NonShaded,3244,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25729,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25969,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25202,B,Northeast,Louver,NonShaded,3244,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26209,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26477,B,Northeast,Roller,NonShaded,3244,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26815,B,Northeast,Roller,NonShaded,3244,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28139,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27153,B,Northeast,Roller,NonShaded,3244,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28379,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27491,B,Northeast,Roller,NonShaded,3244,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28619,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27829,B,Northeast,Roller,NonShaded,3244,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28859,B,Northeast,Roller,NonShaded,3244,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24330,B,Northeast,Louver,NonShaded,3245,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24621,B,Northeast,Roller,NonShaded,3245,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25490,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24912,B,Northeast,Roller,NonShaded,3245,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25730,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25970,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
25203,B,Northeast,Louver,NonShaded,3245,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26210,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,78.5527,5
26478,B,Northeast,Roller,NonShaded,3245,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26816,B,Northeast,Roller,NonShaded,3245,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
28140,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,23.6908,10
27154,B,Northeast,Roller,NonShaded,3245,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
28380,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,FEW110,40.1692,10
27492,B,Northeast,Roller,NonShaded,3245,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
28620,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,FEW110,26.9527,10
27830,B,Northeast,Roller,NonShaded,3245,0.88,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
28860,B,Northeast,Roller,NonShaded,3245,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,FEW100,8.5624,10
24331,B,Northeast,Louver,NonShaded,3246,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24622,B,Northeast,Roller,NonShaded,3246,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
25491,B,Northeast,Roller,NonShaded,3246,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,24.6468,5
24913,B,Northeast,Roller,NonShaded,3246,0.83,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25731,B,Northeast,Roller,NonShaded,3246,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,100.0363,5
25971,B,Northeast,Roller,NonShaded,3246,0.86,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,5.0,Unknown,104.76,5
